,Name,Rarity,Quantity,Price,Expansion,Finish,Language,Condition
1239,Baneful Omen,Rare,2.0,1.0,Rise of the Eldrazi ,Foil,English,NEAR MINT
1247,Deathless Angel,Rare,4.0,1.0,Rise of the Eldrazi ,Normal,English,NEAR MINT
1249,Devastating Summons,Rare,3.0,1.0,Rise of the Eldrazi ,Foil,English,NEAR MINT
1250,Distortion Strike,Common,1.0,1.0,Rise of the Eldrazi ,Foil,English,NEAR MINT
1271,Island (236),Common,2.0,1.0,Rise of the Eldrazi ,Foil,English,NEAR MINT
1277,Kargan Dragonlord,Mythic,4.0,1.0,Rise of the Eldrazi ,Normal,English,NEAR MINT
1278,Keening Stone,Rare,3.0,1.0,Rise of the Eldrazi ,Normal,English,NEAR MINT
1290,Lightmine Field,Rare,3.0,1.0,Rise of the Eldrazi ,Normal,English,NEAR MINT
1295,Mul Daya Channelers,Rare,2.0,1.0,Rise of the Eldrazi ,Foil,English,NEAR MINT
1301,Pathrazer of Ulamog,Uncommon,8.0,1.0,Rise of the Eldrazi ,Normal,English,NEAR MINT
1304,Pawn of Ulamog,Uncommon,8.0,1.0,Rise of the Eldrazi ,Normal,English,NEAR MINT
1308,Recurring Insight,Rare,4.0,1.0,Rise of the Eldrazi ,Normal,English,NEAR MINT
1313,Soul's Attendant,Common,6.0,1.0,Rise of the Eldrazi ,Normal,English,NEAR MINT
1339,Angel of Despair,Rare,2.0,1.0,Guildpact,Normal,English,NEAR MINT
1354,Leyline of Singularity,Rare,1.0,1.0,Guildpact,Normal,English,NEAR MINT
1363,"Skarrg, the Rage Pits",Uncommon,1.0,1.0,Guildpact,Foil,English,NEAR MINT
1394,Cataclysmic Gearhulk,,1.0,1.0,Kaladesh,Foil,English,NEAR MINT
1432,Reckless Fireweaver,,4.0,1.0,Kaladesh,Foil,English,NEAR MINT
1439,Verdurous Gearhulk,,2.0,1.0,Kaladesh,Foil,English,NEAR MINT
1460,Bloodmark Mentor,Uncommon,2.0,1.0,Shadowmoor,Normal,English,NEAR MINT
1469,Corrosive Mentor,Uncommon,4.0,1.0,Shadowmoor,Normal,English,NEAR MINT
1471,Crimson Wisps,Common,4.0,1.0,Shadowmoor,Normal,English,NEAR MINT
1478,Devoted Druid,Common,1.0,1.0,Shadowmoor,Normal,English,NEAR MINT
1485,Drove of Elves,Uncommon,1.0,1.0,Shadowmoor,Foil,English,NEAR MINT
1491,Everlasting Torment,Rare,4.0,1.0,Shadowmoor,Normal,English,NEAR MINT
1494,Faerie Swarm,Uncommon,2.0,1.0,Shadowmoor,Foil,English,NEAR MINT
1501,Fulminator Mage,Rare,4.0,1.0,Shadowmoor,Normal,English,NEAR MINT
1503,Furystoke Giant,Rare,4.0,1.0,Shadowmoor,Normal,English,NEAR MINT
1517,Grim Poppet,Rare,3.0,1.0,Shadowmoor,Normal,English,NEAR MINT
1526,Knacksaw Clique,Rare,4.0,1.0,Shadowmoor,Normal,English,NEAR MINT
1530,Kulrath Knight,Uncommon,2.0,1.0,Shadowmoor,Foil,English,NEAR MINT
1536,Memory Plunder,Rare,4.0,1.0,Shadowmoor,Normal,English,NEAR MINT
1540,Mistmeadow Witch,Uncommon,2.0,1.0,Shadowmoor,Foil,English,NEAR MINT
1543,Mossbridge Troll,Rare,3.0,1.0,Shadowmoor,Normal,English,NEAR MINT
1556,Pili-Pala,Common,2.0,1.0,Shadowmoor,Normal,English,NEAR MINT
1586,"Sygg, River Cutthroat",Rare,2.0,1.0,Shadowmoor,Normal,English,NEAR MINT
1597,Wilt-Leaf Liege,Rare,3.0,1.0,Shadowmoor,Normal,English,NEAR MINT
2023,Angelic Skirmisher,Rare,2.0,1.0,Gatecrash,Foil,English,NEAR MINT
2034,Boros Charm,Uncommon,3.0,1.0,Gatecrash,Normal,English,NEAR MINT
2040,Cartel Aristocrat,Uncommon,1.0,1.0,Gatecrash,Foil,English,NEAR MINT
2049,Domri Rade,Mythic,6.0,1.0,Gatecrash,Normal,English,NEAR MINT
2054,Giant Adephage,Mythic,1.0,1.0,Gatecrash,Normal,English,NEAR MINT
2073,Merciless Eviction,Rare,4.0,1.0,Gatecrash,Normal,English,NEAR MINT
2092,Vizkopa Guildmage,Uncommon,2.0,1.0,Gatecrash,Foil,English,NEAR MINT
2096,Argentum Armor,Rare,2.0,1.0,Scars of Mirrodin,Normal,English,NEAR MINT
2114,Engulfing Slagwurm,Rare,4.0,1.0,Scars of Mirrodin,Normal,English,NEAR MINT
2116,Etched Champion,Rare,3.0,1.0,Scars of Mirrodin,Normal,English,NEAR MINT
2120,Galvanic Blast,Common,1.0,1.0,Scars of Mirrodin,Foil,English,NEAR MINT
2125,Glint Hawk,Common,2.0,1.0,Scars of Mirrodin,Foil,English,NEAR MINT
2129,Grand Architect,Rare,2.0,1.0,Scars of Mirrodin,Foil,English,NEAR MINT
2136,Indomitable Archangel,Mythic,1.0,1.0,Scars of Mirrodin,Normal,English,NEAR MINT
2168,Palladium Myr,Uncommon,2.0,1.0,Scars of Mirrodin,Foil,English,NEAR MINT
2169,Perilous Myr,Common,2.0,1.0,Scars of Mirrodin,Foil,English,NEAR MINT
2174,Quicksilver Gargantuan,Mythic,1.0,1.0,Scars of Mirrodin,Foil,English,NEAR MINT
2191,Tempered Steel,Rare,2.0,1.0,Scars of Mirrodin,Foil,English,NEAR MINT
2223,Chained to the Rocks,Rare,3.0,1.0,Theros,Foil,English,NEAR MINT
2233,Gift of Immortality,Rare,12.0,1.0,Theros,Normal,English,NEAR MINT
2241,Medomai the Ageless,Mythic,8.0,1.0,Theros,Normal,English,NEAR MINT
2247,"Polukranos, World Eater",Mythic,6.0,1.0,Theros,Normal,English,NEAR MINT
2248,Prophet of Kruphix,Rare,2.0,1.0,Theros,Foil,English,NEAR MINT
2255,Stormbreath Dragon,Mythic,8.0,1.0,Theros,Normal,English,NEAR MINT
2275,Captain Lannery Storm,Rare,4.0,1.0,Ixalan,Normal,English,NEAR MINT
2278,Chart a Course,Uncommon,4.0,1.0,Ixalan,Foil,English,NEAR MINT
2282,Dire Fleet Ravager,Mythic,2.0,1.0,Ixalan,Normal,English,NEAR MINT
2288,Field of Ruin,Uncommon,3.0,1.0,Ixalan,Foil,English,NEAR MINT
2305,Kinjalli's Sunwing,Rare,2.0,1.0,Ixalan,Foil,English,NEAR MINT
2310,"Mavren Fein, Dusk Apostle",Rare,2.0,1.0,Ixalan,Foil,English,NEAR MINT
2312,Otepec Huntmaster,Uncommon,2.0,1.0,Ixalan,Foil,English,NEAR MINT
2320,Regisaur Alpha,Rare,2.0,1.0,Ixalan,Foil,English,NEAR MINT
2321,Regisaur Alpha,Rare,4.0,1.0,Ixalan,Normal,English,NEAR MINT
2328,Rootbound Crag,Rare,7.0,1.0,Ixalan,Normal,English,NEAR MINT
2333,Sheltering Light,Uncommon,2.0,1.0,Ixalan,Foil,English,NEAR MINT
2344,"Tishana, Voice of Thunder",Mythic,6.0,1.0,Ixalan,Normal,English,NEAR MINT
2345,Tocatli Honor Guard,Rare,2.0,1.0,Ixalan,Foil,English,NEAR MINT
2352,Vraska's Contempt,Rare,4.0,1.0,Ixalan,Foil,English,NEAR MINT
2364,Auriok Salvagers,Rare,2.0,1.0,Modern Masters,Foil,English,NEAR MINT
2373,Countryside Crusher,Rare,2.0,1.0,Modern Masters,Foil,English,NEAR MINT
2378,Demigod of Revenge,Rare,4.0,1.0,Modern Masters,Normal,English,NEAR MINT
2379,Desperate Ritual,Uncommon,4.0,1.0,Modern Masters,Normal,English,NEAR MINT
2391,Eternal Witness,Uncommon,8.0,1.0,Modern Masters,Normal,English,NEAR MINT
2399,Gifts Ungiven,Rare,2.0,1.0,Modern Masters,Normal,English,NEAR MINT
2422,Lava Spike,Common,8.0,1.0,Modern Masters,Normal,English,NEAR MINT
2436,Myr Retriever,Uncommon,2.0,1.0,Modern Masters,Foil,English,NEAR MINT
2447,Rude Awakening,Rare,1.0,1.0,Modern Masters,Foil,English,NEAR MINT
2454,Slaughter Pact,Rare,3.0,1.0,Modern Masters,Normal,English,NEAR MINT
2457,Spellstutter Sprite,Common,8.0,1.0,Modern Masters,Normal,English,NEAR MINT
2459,"Squee, Goblin Nabob",Rare,2.0,1.0,Modern Masters,Foil,English,NEAR MINT
2470,Tombstalker,Rare,2.0,1.0,Modern Masters,Foil,English,NEAR MINT
2478,Woodfall Primus,Rare,4.0,1.0,Modern Masters,Normal,English,NEAR MINT
2480,"Yosei, the Morning Star",Mythic,4.0,1.0,Modern Masters,Normal,English,NEAR MINT
2499,Elemental Resonance,Rare,3.0,1.0,Dissension,Normal,English,NEAR MINT
2535,Ratcatcher,Rare,4.0,1.0,Dissension,Normal,English,NEAR MINT
2627,Ambassador Laquatus,Rare,4.0,1.0,10th Edition,Normal,English,NEAR MINT
2635,Battlefield Forge,Rare,1.0,1.0,10th Edition,Normal,English,NEAR MINT
2637,Beacon of Immortality,Rare,3.0,1.0,10th Edition,Normal,English,NEAR MINT
2647,Citanul Flute,Rare,1.0,1.0,10th Edition,Normal,English,NEAR MINT
2663,Evacuation,Rare,1.0,1.0,10th Edition,Normal,English,NEAR MINT
2690,Legacy Weapon,Rare,4.0,1.0,10th Edition,Normal,English,NEAR MINT
2697,Manabarbs,Rare,2.0,1.0,10th Edition,Normal,English,NEAR MINT
2702,Nomad Mythmaker,Rare,4.0,1.0,10th Edition,Normal,English,NEAR MINT
2704,Phage the Untouchable,Rare,4.0,1.0,10th Edition,Normal,English,NEAR MINT
2708,Plague Wind,Rare,2.0,1.0,10th Edition,Normal,English,NEAR MINT
2714,Relentless Assault,Rare,2.0,1.0,10th Edition,Normal,English,NEAR MINT
2716,Relentless Rats,Uncommon,4.0,1.0,10th Edition,Normal,English,NEAR MINT
2746,Underworld Dreams,Rare,1.0,1.0,10th Edition,Normal,English,NEAR MINT
2756,Yavimaya Coast,Rare,4.0,1.0,10th Edition,Normal,English,NEAR MINT
2881,Maze's End,Mythic,4.0,1.0,Dragon s Maze,Normal,English,NEAR MINT
2901,Voice of Resurgence,Mythic,4.0,1.0,Dragon s Maze,Normal,English,NEAR MINT
2903,Wear / Tear,Uncommon,6.0,1.0,Dragon s Maze,Normal,English,NEAR MINT
2916,Deflecting Palm,Rare,8.0,1.0,Khans of Tarkir,Normal,English,NEAR MINT
2921,Grim Haruspex,Rare,1.0,1.0,Khans of Tarkir,Foil,English,NEAR MINT
2942,Surrak Dragonclaw,Mythic,6.0,1.0,Khans of Tarkir,Normal,English,NEAR MINT
2944,Treasure Cruise,Common,2.0,1.0,Khans of Tarkir,Foil,English,NEAR MINT
3134,Bringer of the Black Dawn,Rare,3.0,1.0,Fifth Dawn,Normal,English,NEAR MINT
3140,Bringer of the Red Dawn,Rare,4.0,1.0,Fifth Dawn,Normal,English,NEAR MINT
3190,Raksha Golden Cub,Rare,4.0,1.0,Fifth Dawn,Normal,English,NEAR MINT
3192,Relentless Rats,Uncommon,24.0,1.0,Fifth Dawn,Normal,English,NEAR MINT
3231,Brutal Cathar / Moonrage Brute,Rare,3.0,1.0,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
3233,Brutal Cathar / Moonrage Brute (Showcase),Rare,3.0,1.0,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
3236,Champion of the Perished,Rare,3.0,1.0,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
3240,Consider,Common,3.0,1.0,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
3250,Faithful Mending,Uncommon,8.0,1.0,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
3253,Fateful Absence (Extended Art),Rare,4.0,1.0,Innistrad  Midnight Hunt,Normal,English,NEAR MINT
3260,Galvanic Iteration (Extended Art),Rare,6.0,1.0,Innistrad  Midnight Hunt,Normal,English,NEAR MINT
3267,Hostile Hostel / Creeping Inn (Extended Art),Mythic,1.0,1.0,Innistrad  Midnight Hunt,Normal,English,NEAR MINT
3282,"Liesa, Forgotten Archangel",Rare,3.0,1.0,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
3298,Morbid Opportunist,Uncommon,7.0,1.0,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
3311,Pithing Needle (Extended Art),Rare,4.0,1.0,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
3316,Primal Adversary (Extended Art),Mythic,1.0,1.0,Innistrad  Midnight Hunt,Normal,English,NEAR MINT
3331,"Sigarda, Champion of Light (Showcase)",Mythic,8.0,1.0,Innistrad  Midnight Hunt,Normal,English,NEAR MINT
3340,Spectral Adversary,Mythic,2.0,1.0,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
3359,"Tovolar, Dire Overlord / Tovolar, the Midnight Scourge",Rare,2.0,1.0,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
3487,Glamerdye,Rare,4.0,1.0,Eventide,Normal,English,NEAR MINT
3509,Nobilis of War,Rare,2.0,1.0,Eventide,Foil,English,NEAR MINT
3510,Overbeing of Myth,Rare,4.0,1.0,Eventide,Normal,English,NEAR MINT
3534,Springjack Shepherd,Uncommon,2.0,1.0,Eventide,Foil,English,NEAR MINT
3542,Umbra Stalker,Rare,2.0,1.0,Eventide,Foil,English,NEAR MINT
3550,Wickerbough Elder,Common,2.0,1.0,Eventide,Foil,English,NEAR MINT
3563,Asmoranomardicadaistinaculdacar (Extended Art),Rare,1.0,1.0,Modern Horizons 2,Foil,English,NEAR MINT
3583,"Dakkon, Shadow Slayer",Mythic,1.0,1.0,Modern Horizons 2,Foil,English,NEAR MINT
3585,"Dakkon, Shadow Slayer (Showcase)",Mythic,4.0,1.0,Modern Horizons 2,Normal,English,NEAR MINT
3615,Fractured Sanity,Rare,16.0,1.0,Modern Horizons 2,Normal,English,NEAR MINT
3623,Garth One-Eye (Retro Frame),Mythic,5.0,1.0,Modern Horizons 2,Normal,English,NEAR MINT
3629,Geyadrone Dihada (Showcase),Mythic,10.0,1.0,Modern Horizons 2,Normal,English,NEAR MINT
3680,Nettlecyst,Rare,4.0,1.0,Modern Horizons 2,Foil,English,NEAR MINT
3681,Nettlecyst,Rare,16.0,1.0,Modern Horizons 2,Normal,English,NEAR MINT
3692,Prismatic Ending,Uncommon,27.0,1.0,Modern Horizons 2,Normal,English,NEAR MINT
3696,Profane Tutor,Rare,8.0,1.0,Modern Horizons 2,Normal,English,NEAR MINT
3715,Sanctifier en-Vec (Extended Art),Rare,6.0,1.0,Modern Horizons 2,Normal,English,NEAR MINT
3730,Scion of Draco (Retro Frame),Mythic,1.0,1.0,Modern Horizons 2,Foil,English,NEAR MINT
3772,Thought Monitor,Rare,2.0,1.0,Modern Horizons 2,Normal,English,NEAR MINT
3774,Thought Monitor (Showcase),Rare,8.0,1.0,Modern Horizons 2,Normal,English,NEAR MINT
3775,Thought Monitor (Showcase),Rare,2.0,1.0,Modern Horizons 2,Foil,English,NEAR MINT
3779,"Thrasta, Tempest's Roar (Borderless)",Mythic,6.0,1.0,Modern Horizons 2,Normal,English,NEAR MINT
3781,Tireless Provisioner,Uncommon,4.0,1.0,Modern Horizons 2,Foil,English,NEAR MINT
3784,"Titania, Protector of Argoth (Retro Frame)",Mythic,4.0,1.0,Modern Horizons 2,Normal,English,NEAR MINT
3793,Unmarked Grave (Extended Art),Rare,1.0,1.0,Modern Horizons 2,Normal,English,NEAR MINT
3803,Vindicate,Rare,1.0,1.0,Modern Horizons 2,Foil,English,NEAR MINT
3805,Vindicate (Borderless),Rare,32.0,1.0,Modern Horizons 2,Normal,English,NEAR MINT
3821,Captain of the Watch,Rare,3.0,1.0,M13 Core Set,Foil,English,NEAR MINT
3822,Cathedral of War,Rare,10.0,1.0,M13 Core Set,Normal,English,NEAR MINT
3835,Elvish Archdruid,Rare,3.0,1.0,M13 Core Set,Normal,English,NEAR MINT
3837,Faith's Reward,Rare,1.0,1.0,M13 Core Set,Foil,English,NEAR MINT
3841,Fog Bank,Uncommon,3.0,1.0,M13 Core Set,Foil,English,NEAR MINT
3864,Reliquary Tower,Uncommon,4.0,1.0,M13 Core Set,Normal,English,NEAR MINT
3877,Staff of Nin,Rare,4.0,1.0,M13 Core Set,Normal,English,NEAR MINT
3878,Staff of Nin,Rare,2.0,1.0,M13 Core Set,Foil,English,NEAR MINT
3894,"Yeva, Nature's Herald",Rare,2.0,1.0,M13 Core Set,Normal,English,NEAR MINT
3900,Ashling the Pilgrim,Rare,1.0,1.0,Lorwyn,Normal,English,NEAR MINT
3926,Elvish Promenade,Uncommon,6.0,1.0,Lorwyn,Normal,English,NEAR MINT
3942,Immaculate Magistrate,Rare,3.0,1.0,Lorwyn,Normal,English,NEAR MINT
3945,Incandescent Soulstoke,Rare,4.0,1.0,Lorwyn,Normal,English,NEAR MINT
3948,Island (287),Common,12.0,1.0,Lorwyn,Normal,English,NEAR MINT
3974,Ponder,Common,8.0,1.0,Lorwyn,Normal,English,NEAR MINT
3995,Springleaf Drum,Common,4.0,1.0,Lorwyn,Normal,English,NEAR MINT
4012,Vivid Crag,Uncommon,2.0,1.0,Lorwyn,Foil,English,NEAR MINT
4013,Vivid Creek,Uncommon,2.0,1.0,Lorwyn,Foil,English,NEAR MINT
4014,Vivid Grove,Uncommon,2.0,1.0,Lorwyn,Foil,English,NEAR MINT
4406,Desert,Common,3.0,1.0,Time Spiral Time Shifted,Normal,English,NEAR MINT
4408,Disintegrate,Common,1.0,1.0,Time Spiral Time Shifted,Foil,English,NEAR MINT
4410,Dragonstorm,Rare,3.0,1.0,Time Spiral Time Shifted,Normal,English,NEAR MINT
4426,Pandemonium,Rare,3.0,1.0,Time Spiral Time Shifted,Normal,English,NEAR MINT
4436,Spined Sliver,Uncommon,2.0,1.0,Time Spiral Time Shifted,Foil,English,NEAR MINT
4446,Voidmage Prodigy,Rare,3.0,1.0,Time Spiral Time Shifted,Normal,English,NEAR MINT
4502,Boom / Bust,Rare,4.0,1.0,Planar Chaos,Normal,English,NEAR MINT
4507,"Crovax, Ascendant Hero",Rare,1.0,1.0,Planar Chaos,Normal,English,NEAR MINT
4516,Extirpate,Rare,4.0,1.0,Planar Chaos,Normal,English,NEAR MINT
4531,Keen Sense,Uncommon,2.0,1.0,Planar Chaos,Normal,English,NEAR MINT
4539,Mesa Enchantress,Rare,4.0,1.0,Planar Chaos,Normal,English,NEAR MINT
4544,"Numot, the Devastator",Rare,1.0,1.0,Planar Chaos,Normal,English,NEAR MINT
4547,Pongify,Uncommon,4.0,1.0,Planar Chaos,Normal,English,NEAR MINT
4564,"Teneb, the Harvester",Rare,3.0,1.0,Planar Chaos,Normal,English,NEAR MINT
4568,Vampiric Link,Common,2.0,1.0,Planar Chaos,Foil,English,NEAR MINT
4569,"Vorosh, the Hunter",Rare,3.0,1.0,Planar Chaos,Normal,English,NEAR MINT
4571,Wild Pair,Rare,3.0,1.0,Planar Chaos,Normal,English,NEAR MINT
4575,Apocalypse Hydra,Mythic,2.0,1.0,Conflux,Foil,English,NEAR MINT
4576,Banefire,Rare,2.0,1.0,Conflux,Foil,English,NEAR MINT
4580,Ethersworn Adjudicator,Mythic,4.0,1.0,Conflux,Normal,English,NEAR MINT
4585,"Gwafa Hazid, Profiteer",Rare,1.0,1.0,Conflux,Foil,English,NEAR MINT
4586,Inkwell Leviathan,Rare,1.0,1.0,Conflux,Foil,English,NEAR MINT
4590,Lapse of Certainty,Common,1.0,1.0,Conflux,Foil,English,NEAR MINT
4597,Mark of Asylum,Rare,4.0,1.0,Conflux,Normal,English,NEAR MINT
4609,Reliquary Tower,Uncommon,4.0,1.0,Conflux,Normal,English,NEAR MINT
4611,Sigil of the Empty Throne,Rare,3.0,1.0,Conflux,Foil,English,NEAR MINT
4616,Wall of Reverence,Rare,4.0,1.0,Conflux,Normal,English,NEAR MINT
4617,Wall of Reverence,Rare,2.0,1.0,Conflux,Foil,English,NEAR MINT
4642,In the Web of War,Rare,3.0,1.0,Betrayers of Kamigawa,Normal,English,NEAR MINT
4671,"Oyobi, Who Split the Heavens",Rare,2.0,1.0,Betrayers of Kamigawa,Normal,English,NEAR MINT
4674,Patron of the Moon,Rare,4.0,1.0,Betrayers of Kamigawa,Normal,English,NEAR MINT
4687,Sickening Shoal,Rare,1.0,1.0,Betrayers of Kamigawa,Normal,English,NEAR MINT
4716,Blood Tribute,Rare,6.0,1.0,Zendikar,Normal,English,NEAR MINT
4753,Hellkite Charger,Rare,6.0,1.0,Zendikar,Normal,English,NEAR MINT
4763,Kabira Evangel,Rare,2.0,1.0,Zendikar,Foil,English,NEAR MINT
4766,Kazandu Blademaster,Uncommon,2.0,1.0,Zendikar,Foil,English,NEAR MINT
4768,Kor Outfitter,Common,2.0,1.0,Zendikar,Foil,English,NEAR MINT
4769,Kor Skyfisher,Common,2.0,1.0,Zendikar,Foil,English,NEAR MINT
4770,"Lorthos, the Tidemaker",Mythic,3.0,1.0,Zendikar,Normal,English,NEAR MINT
4780,Malakir Bloodwitch,Rare,2.0,1.0,Zendikar,Foil,English,NEAR MINT
4811,Scute Mob,Rare,2.0,1.0,Zendikar,Foil,English,NEAR MINT
4825,Vampire Nighthawk,Uncommon,2.0,1.0,Zendikar,Foil,English,NEAR MINT
4836,"Arcades, the Strategist",Mythic,8.0,1.0,Core Set 2019,Normal,English,NEAR MINT
4849,Dragon's Hoard,Rare,8.0,1.0,Core Set 2019,Normal,English,NEAR MINT
4876,Psychic Corrosion,Uncommon,5.0,1.0,Core Set 2019,Normal,English,NEAR MINT
4878,Reclamation Sage,Uncommon,2.0,1.0,Core Set 2019,Foil,English,NEAR MINT
4884,Runic Armasaur,Rare,6.0,1.0,Core Set 2019,Normal,English,NEAR MINT
4885,"Sai, Master Thopterist",Rare,2.0,1.0,Core Set 2019,Normal,English,NEAR MINT
4896,"Vaevictis Asmadi, the Dire",Mythic,3.0,1.0,Core Set 2019,Normal,English,NEAR MINT
4922,Bedevil,Rare,9.0,1.0,Ravnica Allegiance,Normal,English,NEAR MINT
4942,Ethereal Absolution,Rare,1.0,1.0,Ravnica Allegiance,Foil,English,NEAR MINT
4946,Growth Spiral,Common,2.0,1.0,Ravnica Allegiance,Foil,English,NEAR MINT
4953,Incubation Druid,Rare,2.0,1.0,Ravnica Allegiance,Foil,English,NEAR MINT
4956,Kaya's Wrath,Rare,2.0,1.0,Ravnica Allegiance,Foil,English,NEAR MINT
4960,Mass Manipulation,Rare,2.0,1.0,Ravnica Allegiance,Foil,English,NEAR MINT
4966,Priest of Forgotten Gods,Rare,11.0,1.0,Ravnica Allegiance,Normal,English,NEAR MINT
4968,Prime Speaker Vannifar,Mythic,14.0,1.0,Ravnica Allegiance,Normal,English,NEAR MINT
4969,"Rakdos, the Showstopper",Mythic,6.0,1.0,Ravnica Allegiance,Normal,English,NEAR MINT
4973,Seraph of the Scales,Mythic,1.0,1.0,Ravnica Allegiance,Normal,English,NEAR MINT
4986,Tithe Taker,Rare,2.0,1.0,Ravnica Allegiance,Foil,English,NEAR MINT
5010,Blinkmoth Nexus,Rare,6.0,1.0,Modern Masters 2015,Normal,English,NEAR MINT
5028,Expedition Map,Uncommon,6.0,1.0,Modern Masters 2015,Normal,English,NEAR MINT
5032,Guile,Rare,2.0,1.0,Modern Masters 2015,Foil,English,NEAR MINT
5054,Mirror Entity,Rare,1.0,1.0,Modern Masters 2015,Normal,English,NEAR MINT
5059,Mutagenic Growth,Uncommon,3.0,1.0,Modern Masters 2015,Normal,English,NEAR MINT
5062,"Niv-Mizzet, the Firemind",Rare,2.0,1.0,Modern Masters 2015,Foil,English,NEAR MINT
5069,Remand,Uncommon,2.0,1.0,Modern Masters 2015,Normal,English,NEAR MINT
5088,Wilt-Leaf Liege,Rare,6.0,1.0,Modern Masters 2015,Normal,English,NEAR MINT
5094,Boros Garrison,Common,2.0,1.0,Ravnica,Foil,English,NEAR MINT
5115,Dimir Signet,Common,4.0,1.0,Ravnica,Normal,English,NEAR MINT
5123,Eye of the Storm,Rare,1.0,1.0,Ravnica,Normal,English,NEAR MINT
5159,Phytohydra,Rare,2.0,1.0,Ravnica,Normal,English,NEAR MINT
5174,Sisters of Stone Death,Rare,4.0,1.0,Ravnica,Normal,English,NEAR MINT
5187,Twilight Drover,Rare,2.0,1.0,Ravnica,Normal,English,NEAR MINT
5251,"Alesha, Who Smiles at Death",Rare,2.0,1.0,Fate Reforged,Foil,English,NEAR MINT
5255,Crux of Fate,Rare,1.0,1.0,Fate Reforged,Normal,English,NEAR MINT
5257,Dark Deal,Uncommon,4.0,1.0,Fate Reforged,Normal,English,NEAR MINT
5258,"Kolaghan, the Storm's Fury",Rare,2.0,1.0,Fate Reforged,Foil,English,NEAR MINT
5261,Monastery Siege,Rare,1.0,1.0,Fate Reforged,Foil,English,NEAR MINT
5262,Outpost Siege,Rare,2.0,1.0,Fate Reforged,Foil,English,NEAR MINT
5266,Soulflayer,Rare,1.0,1.0,Fate Reforged,Foil,English,NEAR MINT
5283,Bonesplitter Sliver,Common,2.0,1.0,Time Spiral,Foil,English,NEAR MINT
5292,"Dralnu, Lich Lord",Rare,1.0,1.0,Time Spiral,Normal,English,NEAR MINT
5319,Kaervek the Merciless,Rare,1.0,1.0,Time Spiral,Normal,English,NEAR MINT
5329,Magus of the Jar,Rare,1.0,1.0,Time Spiral,Normal,English,NEAR MINT
5332,Might Sliver,Uncommon,2.0,1.0,Time Spiral,Foil,English,NEAR MINT
5340,Opaline Sliver,Uncommon,1.0,1.0,Time Spiral,Normal,English,NEAR MINT
5346,Plague Sliver,Rare,2.0,1.0,Time Spiral,Foil,English,NEAR MINT
5348,Psionic Sliver,Rare,2.0,1.0,Time Spiral,Normal,English,NEAR MINT
5364,Serra Avenger,Rare,1.0,1.0,Time Spiral,Normal,English,NEAR MINT
5384,Vampiric Sliver,Uncommon,2.0,1.0,Time Spiral,Foil,English,NEAR MINT
5388,Wheel of Fate,Rare,6.0,1.0,Time Spiral,Normal,English,NEAR MINT
5455,Desecration Demon,Rare,2.0,1.0,Return to Ravnica,Foil,English,NEAR MINT
5457,Dreadbore,Rare,1.0,1.0,Return to Ravnica,Normal,English,NEAR MINT
5459,Goblin Electromancer,Common,2.0,1.0,Return to Ravnica,Foil,English,NEAR MINT
5469,"Jarad, Golgari Lich Lord",Mythic,5.0,1.0,Return to Ravnica,Normal,English,NEAR MINT
5471,Judge's Familiar,Uncommon,1.0,1.0,Return to Ravnica,Foil,English,NEAR MINT
5495,"Trostani, Selesnya's Voice",Mythic,6.0,1.0,Return to Ravnica,Normal,English,NEAR MINT
5499,Vandalblast,Uncommon,6.0,1.0,Return to Ravnica,Normal,English,NEAR MINT
5500,Vraska the Unseen,Mythic,4.0,1.0,Return to Ravnica,Normal,English,NEAR MINT
5510,Eldrazi Mimic,Rare,2.0,1.0,Oath of the Gatewatch,Foil,English,NEAR MINT
5522,"Linvala, the Preserver",Mythic,6.0,1.0,Oath of the Gatewatch,Normal,English,NEAR MINT
5527,Needle Spires,Rare,2.0,1.0,Oath of the Gatewatch,Foil,English,NEAR MINT
5528,"Nissa, Voice of Zendikar",Mythic,8.0,1.0,Oath of the Gatewatch,Normal,English,NEAR MINT
5532,Reckless Bushwhacker,Uncommon,2.0,1.0,Oath of the Gatewatch,Foil,English,NEAR MINT
5534,Sphinx of the Final Word,Mythic,4.0,1.0,Oath of the Gatewatch,Normal,English,NEAR MINT
5543,World Breaker,Mythic,2.0,1.0,Oath of the Gatewatch,Normal,English,NEAR MINT
5557,Identity Crisis,Rare,1.0,1.0,Alara Reborn,Foil,English,NEAR MINT
5568,Maelstrom Pulse,Rare,4.0,1.0,Alara Reborn,Normal,English,NEAR MINT
5576,Necromancer's Covenant,Rare,2.0,1.0,Alara Reborn,Foil,English,NEAR MINT
5581,Slave of Bolas,Uncommon,1.0,1.0,Alara Reborn,Foil,English,NEAR MINT
